"Dist Code","Year","State Code","State Name","Dist Name","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)"
"1","2008","14","Chhattisgarh","Durg","36.46","31.19","855.47"
"1","2009","14","Chhattisgarh","Durg","42.44","38.12","898.09"
"1","2010","14","Chhattisgarh","Durg","46.12","45.87","994.69"
"1","2011","14","Chhattisgarh","Durg","44.98","50.19","1115.68"
"1","2012","14","Chhattisgarh","Durg","43.87","47.69","1087.1"
"1","2013","14","Chhattisgarh","Durg","41.54","43.33","1043.06"
"1","2014","14","Chhattisgarh","Durg","44.25","50.96","1151.49"
"1","2015","14","Chhattisgarh","Durg","48.72","54.6","1120.74"
"1","2016","14","Chhattisgarh","Durg","48.94","61.84","1263.55"
"1","2017","14","Chhattisgarh","Durg","43.5","50.19","1153.77"
"2","2008","14","Chhattisgarh","Bastar","1.71","2.6","1520.47"
"2","2009","14","Chhattisgarh","Bastar","1.64","2.95","1798.78"
"2","2010","14","Chhattisgarh","Bastar","1.6","3.2","2000.0"
"2","2011","14","Chhattisgarh","Bastar","1.33","2.49","1872.18"
"2","2012","14","Chhattisgarh","Bastar","1.25","2.47","1976.0"
"2","2013","14","Chhattisgarh","Bastar","0.97","1.75","1804.12"
"2","2014","14","Chhattisgarh","Bastar","0.81","1.86","2296.3"
"2","2015","14","Chhattisgarh","Bastar","0.84","1.75","2083.33"
"2","2016","14","Chhattisgarh","Bastar","0.67","1.53","2265.58"
"2","2017","14","Chhattisgarh","Bastar","1.24","2.22","1783.13"
"3","2008","14","Chhattisgarh","Raipur","10.82","11.04","1020.33"
"3","2009","14","Chhattisgarh","Raipur","12.67","18.01","1421.47"
"3","2010","14","Chhattisgarh","Raipur","11.3","15.2","1345.13"
"3","2011","14","Chhattisgarh","Raipur","10.54","17.89","1697.34"
"3","2012","14","Chhattisgarh","Raipur","9.76","17.75","1818.65"
"3","2013","14","Chhattisgarh","Raipur","9.21","15.86","1722.04"
"3","2014","14","Chhattisgarh","Raipur","10.38","21.24","2046.24"
"3","2015","14","Chhattisgarh","Raipur","10.99","19.3","1756.14"
"3","2016","14","Chhattisgarh","Raipur","8.8","17.95","2038.28"
"3","2017","14","Chhattisgarh","Raipur","14.56","23.66","1625.61"
"4","2008","14","Chhattisgarh","Bilaspur","17.54","18.05","1029.04"
"4","2009","14","Chhattisgarh","Bilaspur","24.25","28.14","1160.63"
"4","2010","14","Chhattisgarh","Bilaspur","24.88","30.13","1210.79"
"4","2011","14","Chhattisgarh","Bilaspur","19.08","26.28","1377.75"
"4","2012","14","Chhattisgarh","Bilaspur","18.7","27.31","1460.32"
"4","2013","14","Chhattisgarh","Bilaspur","19.88","26.97","1356.73"
"4","2014","14","Chhattisgarh","Bilaspur","18.11","28.15","1554.83"
"4","2015","14","Chhattisgarh","Bilaspur","17.82","27.03","1516.74"
"4","2016","14","Chhattisgarh","Bilaspur","16.2","25.1","1549.23"
"4","2017","14","Chhattisgarh","Bilaspur","15.8","21.72","1374.7"
"5","2008","14","Chhattisgarh","Raigarh","3.51","4.86","1384.62"
"5","2009","14","Chhattisgarh","Raigarh","3.72","4.87","1309.14"
"5","2010","14","Chhattisgarh","Raigarh","3.4","5.5","1617.65"
"5","2011","14","Chhattisgarh","Raigarh","3.63","6.27","1727.27"
"5","2012","14","Chhattisgarh","Raigarh","3.44","6.08","1767.44"
"5","2013","14","Chhattisgarh","Raigarh","6.67","11.5","1724.14"
"5","2014","14","Chhattisgarh","Raigarh","3.62","7.5","2071.82"
"5","2015","14","Chhattisgarh","Raigarh","3.56","6.15","1727.53"
"5","2016","14","Chhattisgarh","Raigarh","3.87","7.12","1840.7"
"5","2017","14","Chhattisgarh","Raigarh","3.91","6.76","1728.83"
"6","2008","14","Chhattisgarh","Surguja","24.81","29.68","1196.29"
"6","2009","14","Chhattisgarh","Surguja","24.47","26.84","1096.85"
"6","2010","14","Chhattisgarh","Surguja","23.98","27.45","1144.7"
"6","2011","14","Chhattisgarh","Surguja","25.29","32.02","1266.11"
"6","2012","14","Chhattisgarh","Surguja","25.21","41.92","1662.83"
"6","2013","14","Chhattisgarh","Surguja","26.77","41.33","1543.89"
"6","2014","14","Chhattisgarh","Surguja","26.02","43.61","1676.02"
"6","2015","14","Chhattisgarh","Surguja","23.87","33.51","1403.85"
"6","2016","14","Chhattisgarh","Surguja","23.63","37.56","1589.23"
"6","2017","14","Chhattisgarh","Surguja","23.18","37.09","1599.85"
"7","2008","6","Madhya Pradesh","Jabalpur","157.7","245.8","1558.66"
"7","2009","6","Madhya Pradesh","Jabalpur","162.0","229.4","1416.05"
"7","2010","6","Madhya Pradesh","Jabalpur","162.7","339.5","2086.66"
"7","2011","6","Madhya Pradesh","Jabalpur","166.0","381.6","2298.8"
"7","2012","6","Madhya Pradesh","Jabalpur","201.13","559.1","2779.79"
"7","2013","6","Madhya Pradesh","Jabalpur","218.66","546.79","2500.64"
"7","2014","6","Madhya Pradesh","Jabalpur","227.0","598.0","2634.36"
"7","2015","6","Madhya Pradesh","Jabalpur","202.0","623.0","3084.16"
"7","2016","6","Madhya Pradesh","Jabalpur","237.0","827.0","3489.45"
"7","2017","6","Madhya Pradesh","Jabalpur","300.7","1037.13","3449.05"
"8","2008","6","Madhya Pradesh","Balaghat","15.1","12.3","814.57"
"8","2009","6","Madhya Pradesh","Balaghat","14.7","19.5","1326.53"
"8","2010","6","Madhya Pradesh","Balaghat","15.1","22.9","1516.56"
"8","2011","6","Madhya Pradesh","Balaghat","22.7","29.8","1312.78"
"8","2012","6","Madhya Pradesh","Balaghat","18.32","23.72","1294.76"
"8","2013","6","Madhya Pradesh","Balaghat","17.52","22.85","1304.22"
"8","2014","6","Madhya Pradesh","Balaghat","38.0","56.0","1473.68"
"8","2015","6","Madhya Pradesh","Balaghat","20.0","27.0","1350.0"
"8","2016","6","Madhya Pradesh","Balaghat","35.0","64.0","1828.57"
"8","2017","6","Madhya Pradesh","Balaghat","55.56","138.12","2485.96"
"9","2008","6","Madhya Pradesh","Chhindwara","82.8","175.2","2115.94"
"9","2009","6","Madhya Pradesh","Chhindwara","111.1","425.2","3827.18"
"9","2010","6","Madhya Pradesh","Chhindwara","114.5","388.9","3396.51"
"9","2011","6","Madhya Pradesh","Chhindwara","122.1","278.84","2283.7"
"9","2012","6","Madhya Pradesh","Chhindwara","138.57","438.74","3166.2"
"9","2013","6","Madhya Pradesh","Chhindwara","146.14","332.52","2275.35"
"9","2014","6","Madhya Pradesh","Chhindwara","155.0","455.0","2935.48"
"9","2015","6","Madhya Pradesh","Chhindwara","165.0","636.0","3854.55"
"9","2016","6","Madhya Pradesh","Chhindwara","179.0","578.0","3229.05"
"9","2017","6","Madhya Pradesh","Chhindwara","181.0","619.2","3420.99"
"10","2008","6","Madhya Pradesh","Narsinghpur","62.3","189.7","3044.94"
"10","2009","6","Madhya Pradesh","Narsinghpur","65.1","169.4","2602.15"
"10","2010","6","Madhya Pradesh","Narsinghpur","68.8","226.9","3297.96"
"10","2011","6","Madhya Pradesh","Narsinghpur","63.6","253.2","3981.13"
"10","2012","6","Madhya Pradesh","Narsinghpur","82.0","240.82","2936.83"
"10","2013","6","Madhya Pradesh","Narsinghpur","93.17","198.02","2125.36"
"10","2014","6","Madhya Pradesh","Narsinghpur","94.0","305.0","3244.68"
"10","2015","6","Madhya Pradesh","Narsinghpur","95.0","388.0","4084.21"
"10","2016","6","Madhya Pradesh","Narsinghpur","100.0","404.0","4040.0"
"10","2017","6","Madhya Pradesh","Narsinghpur","92.0","320.71","3485.98"
"11","2008","6","Madhya Pradesh","Seoni / Shivani","103.1","90.1","873.91"
"11","2009","6","Madhya Pradesh","Seoni / Shivani","108.8","90.5","831.8"
"11","2010","6","Madhya Pradesh","Seoni / Shivani","111.7","102.1","914.06"
"11","2011","6","Madhya Pradesh","Seoni / Shivani","115.6","127.5","1102.94"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","132.11","374.26","2832.94"
"11","2013","6","Madhya Pradesh","Seoni / Shivani","153.28","346.04","2257.57"
"11","2014","6","Madhya Pradesh","Seoni / Shivani","99.0","286.0","2888.89"
"11","2015","6","Madhya Pradesh","Seoni / Shivani","115.0","277.0","2408.7"
"11","2016","6","Madhya Pradesh","Seoni / Shivani","151.0","445.0","2947.02"
"11","2017","6","Madhya Pradesh","Seoni / Shivani","200.72","523.88","2610.0"
"12","2008","6","Madhya Pradesh","Mandla","60.0","46.0","766.67"
"12","2009","6","Madhya Pradesh","Mandla","61.5","42.1","684.55"
"12","2010","6","Madhya Pradesh","Mandla","45.2","32.7","723.45"
"12","2011","6","Madhya Pradesh","Mandla","68.0","51.3","754.41"
"12","2012","6","Madhya Pradesh","Mandla","71.01","115.32","1624.0"
"12","2013","6","Madhya Pradesh","Mandla","74.83","127.02","1697.45"
"12","2014","6","Madhya Pradesh","Mandla","143.0","198.0","1384.62"
"12","2015","6","Madhya Pradesh","Mandla","90.0","173.0","1922.22"
"12","2016","6","Madhya Pradesh","Mandla","98.0","270.0","2755.1"
"12","2017","6","Madhya Pradesh","Mandla","90.0","228.0","2533.33"
"13","2008","6","Madhya Pradesh","Sagar","150.1","188.2","1253.83"
"13","2009","6","Madhya Pradesh","Sagar","173.0","244.5","1413.29"
"13","2010","6","Madhya Pradesh","Sagar","172.5","186.5","1081.16"
"13","2011","6","Madhya Pradesh","Sagar","199.8","295.1","1476.98"
"13","2012","6","Madhya Pradesh","Sagar","213.45","449.7","2106.82"
"13","2013","6","Madhya Pradesh","Sagar","228.79","425.35","1859.13"
"13","2014","6","Madhya Pradesh","Sagar","185.0","394.0","2129.73"
"13","2015","6","Madhya Pradesh","Sagar","158.0","346.0","2189.87"
"13","2016","6","Madhya Pradesh","Sagar","202.0","557.0","2757.43"
"13","2017","6","Madhya Pradesh","Sagar","278.0","893.21","3212.99"
"14","2008","6","Madhya Pradesh","Damoh","67.0","131.8","1967.16"
"14","2009","6","Madhya Pradesh","Damoh","72.1","136.3","1890.43"
"14","2010","6","Madhya Pradesh","Damoh","71.8","171.4","2387.19"
"14","2011","6","Madhya Pradesh","Damoh","79.9","197.0","2465.58"
"14","2012","6","Madhya Pradesh","Damoh","82.43","167.97","2037.73"
"14","2013","6","Madhya Pradesh","Damoh","88.62","164.34","1854.43"
"14","2014","6","Madhya Pradesh","Damoh","93.0","201.0","2161.29"
"14","2015","6","Madhya Pradesh","Damoh","80.0","161.0","2012.5"
"14","2016","6","Madhya Pradesh","Damoh","95.0","333.0","3505.26"
"14","2017","6","Madhya Pradesh","Damoh","81.6","285.6","3500.0"
"15","2008","6","Madhya Pradesh","Tikamgarh","107.4","209.2","1947.86"
"15","2009","6","Madhya Pradesh","Tikamgarh","101.0","168.3","1666.34"
"15","2010","6","Madhya Pradesh","Tikamgarh","78.0","99.0","1269.23"
"15","2011","6","Madhya Pradesh","Tikamgarh","113.2","241.5","2133.39"
"15","2012","6","Madhya Pradesh","Tikamgarh","146.73","376.24","2564.17"
"15","2013","6","Madhya Pradesh","Tikamgarh","158.64","321.52","2026.73"
"15","2014","6","Madhya Pradesh","Tikamgarh","117.0","288.0","2461.54"
"15","2015","6","Madhya Pradesh","Tikamgarh","94.0","180.0","1914.89"
"15","2016","6","Madhya Pradesh","Tikamgarh","150.0","421.0","2806.67"
"15","2017","6","Madhya Pradesh","Tikamgarh","97.19","243.07","2500.98"
"16","2008","6","Madhya Pradesh","Chhatarpur","128.1","195.8","1528.49"
"16","2009","6","Madhya Pradesh","Chhatarpur","142.7","203.9","1428.87"
"16","2010","6","Madhya Pradesh","Chhatarpur","140.2","169.1","1206.13"
"16","2011","6","Madhya Pradesh","Chhatarpur","130.5","199.5","1528.74"
"16","2012","6","Madhya Pradesh","Chhatarpur","176.28","436.15","2474.19"
"16","2013","6","Madhya Pradesh","Chhatarpur","192.59","434.62","2256.71"
"16","2014","6","Madhya Pradesh","Chhatarpur","121.0","267.0","2206.61"
"16","2015","6","Madhya Pradesh","Chhatarpur","88.0","161.0","1829.55"
"16","2016","6","Madhya Pradesh","Chhatarpur","209.0","596.0","2851.67"
"16","2017","6","Madhya Pradesh","Chhatarpur","175.31","424.07","2418.97"
"17","2008","6","Madhya Pradesh","Panna","60.7","88.3","1454.7"
"17","2009","6","Madhya Pradesh","Panna","68.3","97.1","1421.67"
"17","2010","6","Madhya Pradesh","Panna","62.8","89.1","1418.79"
"17","2011","6","Madhya Pradesh","Panna","67.0","103.7","1547.76"
"17","2012","6","Madhya Pradesh","Panna","82.54","156.45","1895.44"
"17","2013","6","Madhya Pradesh","Panna","85.23","151.52","1777.78"
"17","2014","6","Madhya Pradesh","Panna","63.0","123.0","1952.38"
"17","2015","6","Madhya Pradesh","Panna","45.0","79.0","1755.56"
"17","2016","6","Madhya Pradesh","Panna","77.0","236.0","3064.94"
"17","2017","6","Madhya Pradesh","Panna","77.79","210.5","2706.0"
"18","2008","6","Madhya Pradesh","Rewa","155.7","165.3","1061.66"
"18","2009","6","Madhya Pradesh","Rewa","155.7","158.0","1014.77"
"18","2010","6","Madhya Pradesh","Rewa","134.4","111.3","828.13"
"18","2011","6","Madhya Pradesh","Rewa","166.2","215.4","1296.03"
"18","2012","6","Madhya Pradesh","Rewa","156.88","383.75","2446.14"
"18","2013","6","Madhya Pradesh","Rewa","154.21","318.56","2065.75"
"18","2014","6","Madhya Pradesh","Rewa","199.0","683.0","3432.16"
"18","2015","6","Madhya Pradesh","Rewa","189.0","398.0","2105.82"
"18","2016","6","Madhya Pradesh","Rewa","195.0","560.0","2871.79"
"18","2017","6","Madhya Pradesh","Rewa","173.6","499.97","2880.01"
"19","2008","6","Madhya Pradesh","Sidhi","86.2","75.9","880.51"
"19","2009","6","Madhya Pradesh","Sidhi","87.4","80.4","919.91"
"19","2010","6","Madhya Pradesh","Sidhi","84.6","73.2","865.25"
"19","2011","6","Madhya Pradesh","Sidhi","110.3","128.3","1163.19"
"19","2012","6","Madhya Pradesh","Sidhi","90.66","198.24","2186.63"
"19","2013","6","Madhya Pradesh","Sidhi","93.77","212.23","2263.3"
"19","2014","6","Madhya Pradesh","Sidhi","136.0","310.0","2279.41"
"19","2015","6","Madhya Pradesh","Sidhi","109.0","231.0","2119.27"
"19","2016","6","Madhya Pradesh","Sidhi","118.0","327.0","2771.19"
"19","2017","6","Madhya Pradesh","Sidhi","101.8","266.16","2614.54"
"20","2008","6","Madhya Pradesh","Satna","137.9","147.8","1071.79"
"20","2009","6","Madhya Pradesh","Satna","143.2","173.1","1208.8"
"20","2010","6","Madhya Pradesh","Satna","125.4","119.1","949.76"
"20","2011","6","Madhya Pradesh","Satna","135.2","202.2","1495.56"
"20","2012","6","Madhya Pradesh","Satna","142.46","448.59","3148.88"
"20","2013","6","Madhya Pradesh","Satna","146.54","479.99","3275.49"
"20","2014","6","Madhya Pradesh","Satna","169.0","593.0","3508.88"
"20","2015","6","Madhya Pradesh","Satna","132.0","390.0","2954.55"
"20","2016","6","Madhya Pradesh","Satna","171.0","617.0","3608.19"
"20","2017","6","Madhya Pradesh","Satna","156.8","538.45","3433.99"
"21","2008","6","Madhya Pradesh","Shahdol","61.3","52.5","856.44"
"21","2009","6","Madhya Pradesh","Shahdol","63.4","46.2","728.71"
"21","2010","6","Madhya Pradesh","Shahdol","61.6","44.0","714.29"
"21","2011","6","Madhya Pradesh","Shahdol","86.6","79.3","915.7"
"21","2012","6","Madhya Pradesh","Shahdol","70.27","146.8","2089.08"
"21","2013","6","Madhya Pradesh","Shahdol","91.66","208.67","2276.57"
"21","2014","6","Madhya Pradesh","Shahdol","118.0","220.0","1864.41"
"21","2015","6","Madhya Pradesh","Shahdol","65.0","127.0","1953.85"
"21","2016","6","Madhya Pradesh","Shahdol","106.0","203.0","1915.09"
"21","2017","6","Madhya Pradesh","Shahdol","87.27","222.87","2553.8"
"22","2008","6","Madhya Pradesh","Gwalior","89.3","229.1","2565.51"
"22","2009","6","Madhya Pradesh","Gwalior","83.4","189.9","2276.98"
"22","2010","6","Madhya Pradesh","Gwalior","93.8","254.0","2707.89"
"22","2011","6","Madhya Pradesh","Gwalior","112.2","346.8","3090.91"
"22","2012","6","Madhya Pradesh","Gwalior","115.4","420.86","3646.97"
"22","2013","6","Madhya Pradesh","Gwalior","119.29","363.64","3048.37"
"22","2014","6","Madhya Pradesh","Gwalior","104.0","335.0","3221.15"
"22","2015","6","Madhya Pradesh","Gwalior","136.0","515.0","3786.76"
"22","2016","6","Madhya Pradesh","Gwalior","146.0","586.0","4013.7"
"22","2017","6","Madhya Pradesh","Gwalior","65.0","247.26","3804.0"
"23","2008","6","Madhya Pradesh","Shivpuri","114.8","224.0","1951.22"
"23","2009","6","Madhya Pradesh","Shivpuri","139.8","250.4","1791.13"
"23","2010","6","Madhya Pradesh","Shivpuri","147.1","298.1","2026.51"
"23","2011","6","Madhya Pradesh","Shivpuri","113.9","247.8","2175.59"
"23","2012","6","Madhya Pradesh","Shivpuri","201.93","664.13","3288.91"
"23","2013","6","Madhya Pradesh","Shivpuri","195.61","527.47","2696.54"
"23","2014","6","Madhya Pradesh","Shivpuri","145.0","456.0","3144.83"
"23","2015","6","Madhya Pradesh","Shivpuri","158.0","428.0","2708.86"
"23","2016","6","Madhya Pradesh","Shivpuri","170.0","528.0","3105.88"
"23","2017","6","Madhya Pradesh","Shivpuri","76.9","217.09","2823.02"
"24","2008","6","Madhya Pradesh","Guna","189.8","291.4","1535.3"
"24","2009","6","Madhya Pradesh","Guna","188.4","300.4","1594.48"
"24","2010","6","Madhya Pradesh","Guna","199.2","380.9","1912.15"
"24","2011","6","Madhya Pradesh","Guna","229.3","476.3","2077.19"
"24","2012","6","Madhya Pradesh","Guna","239.56","751.74","3138.0"
"24","2013","6","Madhya Pradesh","Guna","260.43","769.02","2952.89"
"24","2014","6","Madhya Pradesh","Guna","269.0","824.0","3063.2"
"24","2015","6","Madhya Pradesh","Guna","304.0","931.0","3062.5"
"24","2016","6","Madhya Pradesh","Guna","295.0","914.0","3098.31"
"24","2017","6","Madhya Pradesh","Guna","255.81","886.02","3463.59"
"25","2008","6","Madhya Pradesh","Datia","117.6","229.4","1950.68"
"25","2009","6","Madhya Pradesh","Datia","123.9","290.8","2347.05"
"25","2010","6","Madhya Pradesh","Datia","130.3","260.2","1996.93"
"25","2011","6","Madhya Pradesh","Datia","123.9","346.1","2793.38"
"25","2012","6","Madhya Pradesh","Datia","136.96","408.54","2982.91"
"25","2013","6","Madhya Pradesh","Datia","136.12","408.33","2999.78"
"25","2014","6","Madhya Pradesh","Datia","166.0","437.0","2632.53"
"25","2015","6","Madhya Pradesh","Datia","179.0","531.0","2966.48"
"25","2016","6","Madhya Pradesh","Datia","146.0","494.0","3383.56"
"25","2017","6","Madhya Pradesh","Datia","120.8","399.0","3302.98"
"26","2008","6","Madhya Pradesh","Morena","120.6","279.1","2314.26"
"26","2009","6","Madhya Pradesh","Morena","128.6","323.8","2517.88"
"26","2010","6","Madhya Pradesh","Morena","165.7","395.3","2385.64"
"26","2011","6","Madhya Pradesh","Morena","155.3","413.9","2665.16"
"26","2012","6","Madhya Pradesh","Morena","181.39","736.65","4061.14"
"26","2013","6","Madhya Pradesh","Morena","191.33","709.09","3706.11"
"26","2014","6","Madhya Pradesh","Morena","207.0","680.0","3285.02"
"26","2015","6","Madhya Pradesh","Morena","181.0","774.0","4276.24"
"26","2016","6","Madhya Pradesh","Morena","202.0","807.0","3995.05"
"26","2017","6","Madhya Pradesh","Morena","183.0","752.79","4113.61"
"27","2008","6","Madhya Pradesh","Bhind","84.1","177.9","2115.34"
"27","2009","6","Madhya Pradesh","Bhind","84.6","214.2","2531.91"
"27","2010","6","Madhya Pradesh","Bhind","89.9","185.2","2060.07"
"27","2011","6","Madhya Pradesh","Bhind","77.7","163.3","2101.67"
"27","2012","6","Madhya Pradesh","Bhind","94.92","358.42","3776.02"
"27","2013","6","Madhya Pradesh","Bhind","104.18","370.23","3553.75"
"27","2014","6","Madhya Pradesh","Bhind","139.0","552.0","3971.22"
"27","2015","6","Madhya Pradesh","Bhind","134.0","511.0","3813.43"
"27","2016","6","Madhya Pradesh","Bhind","145.0","582.0","4013.79"
"27","2017","6","Madhya Pradesh","Bhind","110.4","466.11","4222.01"
"28","2008","6","Madhya Pradesh","Indore","57.9","134.4","2321.24"
"28","2009","6","Madhya Pradesh","Indore","101.5","220.1","2168.47"
"28","2010","6","Madhya Pradesh","Indore","107.9","271.3","2514.37"
"28","2011","6","Madhya Pradesh","Indore","105.9","252.7","2386.21"
"28","2012","6","Madhya Pradesh","Indore","118.43","582.82","4921.22"
"28","2013","6","Madhya Pradesh","Indore","115.88","347.11","2995.43"
"28","2014","6","Madhya Pradesh","Indore","122.0","490.0","4016.39"
"28","2015","6","Madhya Pradesh","Indore","124.0","548.0","4419.35"
"28","2016","6","Madhya Pradesh","Indore","130.0","560.0","4307.69"
"28","2017","6","Madhya Pradesh","Indore","110.4","465.12","4213.04"
"29","2008","6","Madhya Pradesh","Ratlam","63.2","196.4","3107.59"
"29","2009","6","Madhya Pradesh","Ratlam","74.3","218.3","2938.09"
"29","2010","6","Madhya Pradesh","Ratlam","68.7","276.8","4029.11"
"29","2011","6","Madhya Pradesh","Ratlam","75.0","309.4","4125.33"
"29","2012","6","Madhya Pradesh","Ratlam","103.54","306.44","2959.63"
"29","2013","6","Madhya Pradesh","Ratlam","123.11","327.38","2659.25"
"29","2014","6","Madhya Pradesh","Ratlam","91.0","262.0","2879.12"
"29","2015","6","Madhya Pradesh","Ratlam","105.0","357.0","3400.0"
"29","2016","6","Madhya Pradesh","Ratlam","109.0","369.0","3385.32"
"29","2017","6","Madhya Pradesh","Ratlam","110.4","395.23","3579.98"
"30","2008","6","Madhya Pradesh","Ujjain","98.8","184.3","1865.38"
"30","2009","6","Madhya Pradesh","Ujjain","128.9","318.6","2471.68"
"30","2010","6","Madhya Pradesh","Ujjain","135.1","237.8","1760.18"
"30","2011","6","Madhya Pradesh","Ujjain","140.6","375.0","2667.14"
"30","2012","6","Madhya Pradesh","Ujjain","204.84","622.91","3040.96"
"30","2013","6","Madhya Pradesh","Ujjain","276.23","791.38","2864.93"
"30","2014","6","Madhya Pradesh","Ujjain","190.0","586.0","3084.21"
"30","2015","6","Madhya Pradesh","Ujjain","252.0","881.0","3496.03"
"30","2016","6","Madhya Pradesh","Ujjain","271.0","1029.0","3797.05"
"30","2017","6","Madhya Pradesh","Ujjain","220.6","935.79","4242.02"
"31","2008","6","Madhya Pradesh","Mandsaur","82.2","201.5","2451.34"
"31","2009","6","Madhya Pradesh","Mandsaur","92.9","218.7","2354.14"
"31","2010","6","Madhya Pradesh","Mandsaur","95.9","214.8","2239.83"
"31","2011","6","Madhya Pradesh","Mandsaur","110.1","330.8","3004.54"
"31","2012","6","Madhya Pradesh","Mandsaur","129.07","521.77","4042.53"
"31","2013","6","Madhya Pradesh","Mandsaur","167.33","675.51","4036.99"
"31","2014","6","Madhya Pradesh","Mandsaur","153.0","566.0","3699.35"
"31","2015","6","Madhya Pradesh","Mandsaur","147.0","525.0","3571.43"
"31","2016","6","Madhya Pradesh","Mandsaur","147.0","582.0","3959.18"
"31","2017","6","Madhya Pradesh","Mandsaur","125.7","520.38","4139.86"
"32","2008","6","Madhya Pradesh","Dewas","101.3","211.0","2082.92"
"32","2009","6","Madhya Pradesh","Dewas","99.1","247.9","2501.51"
"32","2010","6","Madhya Pradesh","Dewas","137.3","247.5","1802.62"
"32","2011","6","Madhya Pradesh","Dewas","140.0","375.0","2678.57"
"32","2012","6","Madhya Pradesh","Dewas","169.54","550.85","3249.09"
"32","2013","6","Madhya Pradesh","Dewas","192.24","442.05","2299.47"
"32","2014","6","Madhya Pradesh","Dewas","148.0","494.0","3337.84"
"32","2015","6","Madhya Pradesh","Dewas","188.0","770.0","4095.74"
"32","2016","6","Madhya Pradesh","Dewas","176.0","650.0","3693.18"
"32","2017","6","Madhya Pradesh","Dewas","170.96","700.94","4100.02"
"33","2008","6","Madhya Pradesh","Dhar","141.2","298.8","2116.15"
"33","2009","6","Madhya Pradesh","Dhar","158.9","354.9","2233.48"
"33","2010","6","Madhya Pradesh","Dhar","193.0","453.5","2349.74"
"33","2011","6","Madhya Pradesh","Dhar","155.4","379.5","2442.09"
"33","2012","6","Madhya Pradesh","Dhar","166.59","548.04","3289.75"
"33","2013","6","Madhya Pradesh","Dhar","205.4","513.61","2500.54"
"33","2014","6","Madhya Pradesh","Dhar","189.0","745.0","3941.8"
"33","2015","6","Madhya Pradesh","Dhar","210.0","631.0","3004.76"
"33","2016","6","Madhya Pradesh","Dhar","225.0","751.0","3337.78"
"33","2017","6","Madhya Pradesh","Dhar","198.87","692.66","3482.98"
"34","2008","6","Madhya Pradesh","Jhabua","32.8","58.9","1795.73"
"34","2009","6","Madhya Pradesh","Jhabua","37.6","69.4","1845.74"
"34","2010","6","Madhya Pradesh","Jhabua","43.1","80.2","1860.79"
"34","2011","6","Madhya Pradesh","Jhabua","47.3","96.4","2038.05"
"34","2012","6","Madhya Pradesh","Jhabua","56.63","161.59","2853.43"
"34","2013","6","Madhya Pradesh","Jhabua","65.04","176.31","2710.79"
"34","2014","6","Madhya Pradesh","Jhabua","74.0","225.0","3040.54"
"34","2015","6","Madhya Pradesh","Jhabua","57.0","175.0","3070.18"
"34","2016","6","Madhya Pradesh","Jhabua","70.0","213.0","3042.86"
"34","2017","6","Madhya Pradesh","Jhabua","85.0","236.27","2779.65"
"35","2008","6","Madhya Pradesh","Khargone / West Nimar","67.7","160.6","2372.23"
"35","2009","6","Madhya Pradesh","Khargone / West Nimar","114.7","274.0","2388.84"
"35","2010","6","Madhya Pradesh","Khargone / West Nimar","130.1","359.7","2764.8"
"35","2011","6","Madhya Pradesh","Khargone / West Nimar","118.7","454.9","3832.35"
"35","2012","6","Madhya Pradesh","Khargone / West Nimar","136.79","395.79","2893.41"
"35","2013","6","Madhya Pradesh","Khargone / West Nimar","173.05","446.29","2578.97"
"35","2014","6","Madhya Pradesh","Khargone / West Nimar","251.0","798.0","3179.28"
"35","2015","6","Madhya Pradesh","Khargone / West Nimar","187.0","625.0","3342.25"
"35","2016","6","Madhya Pradesh","Khargone / West Nimar","194.0","779.0","4015.46"
"35","2017","6","Madhya Pradesh","Khargone / West Nimar","185.6","693.83","3738.31"
"36","2008","6","Madhya Pradesh","Khandwa / East Nimar","75.9","135.8","1789.2"
"36","2009","6","Madhya Pradesh","Khandwa / East Nimar","82.8","139.5","1684.78"
"36","2010","6","Madhya Pradesh","Khandwa / East Nimar","93.2","179.6","1927.04"
"36","2011","6","Madhya Pradesh","Khandwa / East Nimar","97.3","242.8","2495.38"
"36","2012","6","Madhya Pradesh","Khandwa / East Nimar","116.57","394.81","3386.89"
"36","2013","6","Madhya Pradesh","Khandwa / East Nimar","128.37","282.86","2203.47"
"36","2014","6","Madhya Pradesh","Khandwa / East Nimar","62.0","187.0","3016.13"
"36","2015","6","Madhya Pradesh","Khandwa / East Nimar","129.0","308.0","2387.6"
"36","2016","6","Madhya Pradesh","Khandwa / East Nimar","144.0","560.0","3888.89"
"36","2017","6","Madhya Pradesh","Khandwa / East Nimar","163.5","607.73","3717.0"
"37","2008","6","Madhya Pradesh","Sehore","220.5","353.6","1603.63"
"37","2009","6","Madhya Pradesh","Sehore","264.1","548.2","2075.73"
"37","2010","6","Madhya Pradesh","Sehore","279.5","454.7","1626.83"
"37","2011","6","Madhya Pradesh","Sehore","304.2","971.0","3191.98"
"37","2012","6","Madhya Pradesh","Sehore","319.81","751.75","2350.61"
"37","2013","6","Madhya Pradesh","Sehore","330.36","861.16","2606.73"
"37","2014","6","Madhya Pradesh","Sehore","326.0","1080.0","3312.88"
"37","2015","6","Madhya Pradesh","Sehore","330.0","1148.0","3478.79"
