"Dist Code","Year","State Code","State Name","Dist Name","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)"
"1","2008","14","Chhattisgarh","Durg","7.54","0.84","111.7"
"1","2009","14","Chhattisgarh","Durg","7.13","1.65","231.58"
"1","2010","14","Chhattisgarh","Durg","4.42","1.13","256.96"
"1","2011","14","Chhattisgarh","Durg","4.07","2.06","506.02"
"1","2012","14","Chhattisgarh","Durg","4.97","1.26","252.98"
"1","2013","14","Chhattisgarh","Durg","3.94","0.93","237.45"
"1","2014","14","Chhattisgarh","Durg","5.75","3.46","602.17"
"1","2015","14","Chhattisgarh","Durg","11.23","2.57","228.49"
"1","2016","14","Chhattisgarh","Durg","18.52","7.21","389.38"
"1","2017","14","Chhattisgarh","Durg","19.85","3.59","181.06"
"2","2008","14","Chhattisgarh","Bastar","1.19","0.22","184.87"
"2","2009","14","Chhattisgarh","Bastar","1.03","0.34","330.1"
"2","2010","14","Chhattisgarh","Bastar","1.02","0.12","117.65"
"2","2011","14","Chhattisgarh","Bastar","0.54","0.34","629.63"
"2","2012","14","Chhattisgarh","Bastar","0.45","0.16","355.56"
"2","2013","14","Chhattisgarh","Bastar","0.52","0.14","269.23"
"2","2014","14","Chhattisgarh","Bastar","0.61","0.33","540.98"
"2","2015","14","Chhattisgarh","Bastar","0.34","0.1","298.52"
"2","2016","14","Chhattisgarh","Bastar","0.9","0.2","218.24"
"2","2017","14","Chhattisgarh","Bastar","0.72","0.11","152.5"
"3","2008","14","Chhattisgarh","Raipur","0.29","0.06","206.9"
"3","2009","14","Chhattisgarh","Raipur","0.25","0.01","40.0"
"3","2010","14","Chhattisgarh","Raipur","0.13","0.04","307.69"
"3","2011","14","Chhattisgarh","Raipur","0.13","0.07","538.46"
"3","2012","14","Chhattisgarh","Raipur","0.22","0.08","363.64"
"3","2013","14","Chhattisgarh","Raipur","0.23","0.08","347.83"
"3","2014","14","Chhattisgarh","Raipur","0.24","0.14","583.33"
"3","2015","14","Chhattisgarh","Raipur","0.3","0.09","297.3"
"3","2016","14","Chhattisgarh","Raipur","0.34","0.07","201.17"
"3","2017","14","Chhattisgarh","Raipur","0.27","0.05","174.91"
"4","2008","14","Chhattisgarh","Bilaspur","2.63","0.38","143.66"
"4","2009","14","Chhattisgarh","Bilaspur","2.49","0.62","248.51"
"4","2010","14","Chhattisgarh","Bilaspur","1.18","0.27","232.46"
"4","2011","14","Chhattisgarh","Bilaspur","1.05","0.69","657.17"
"4","2012","14","Chhattisgarh","Bilaspur","1.26","0.3","240.21"
"4","2013","14","Chhattisgarh","Bilaspur","1.49","0.36","237.88"
"4","2014","14","Chhattisgarh","Bilaspur","1.86","1.18","633.11"
"4","2015","14","Chhattisgarh","Bilaspur","4.29","0.96","224.31"
"4","2016","14","Chhattisgarh","Bilaspur","6.5","2.77","426.57"
"4","2017","14","Chhattisgarh","Bilaspur","7.57","0.83","109.36"
"5","2008","14","Chhattisgarh","Raigarh","0.68","0.15","220.59"
"5","2009","14","Chhattisgarh","Raigarh","0.61","0.15","245.9"
"5","2010","14","Chhattisgarh","Raigarh","0.62","0.11","177.42"
"5","2011","14","Chhattisgarh","Raigarh","0.35","0.2","571.43"
"5","2012","14","Chhattisgarh","Raigarh","0.28","0.09","321.43"
"5","2013","14","Chhattisgarh","Raigarh","0.3","0.09","300.0"
"5","2014","14","Chhattisgarh","Raigarh","0.37","0.19","513.51"
"5","2015","14","Chhattisgarh","Raigarh","0.25","0.08","312.6"
"5","2016","14","Chhattisgarh","Raigarh","0.54","0.1","176.44"
"5","2017","14","Chhattisgarh","Raigarh","0.43","0.09","205.34"
"6","2008","14","Chhattisgarh","Surguja","3.66","0.57","155.74"
"6","2009","14","Chhattisgarh","Surguja","3.14","0.76","242.04"
"6","2010","14","Chhattisgarh","Surguja","2.1","0.6","285.71"
"6","2011","14","Chhattisgarh","Surguja","2.01","1.2","597.01"
"6","2012","14","Chhattisgarh","Surguja","2.04","0.68","333.33"
"6","2013","14","Chhattisgarh","Surguja","2.74","0.79","288.32"
"6","2014","14","Chhattisgarh","Surguja","3.62","2.35","649.17"
"6","2015","14","Chhattisgarh","Surguja","2.82","0.89","317.28"
"6","2016","14","Chhattisgarh","Surguja","4.58","0.62","134.53"
"6","2017","14","Chhattisgarh","Surguja","6.0","1.75","292.49"
"7","2008","6","Madhya Pradesh","Jabalpur","0.5","1.3","2600.0"
"7","2009","6","Madhya Pradesh","Jabalpur","0.7","1.8","2571.43"
"7","2010","6","Madhya Pradesh","Jabalpur","0.4","1.1","2750.0"
"7","2011","6","Madhya Pradesh","Jabalpur","0.5","1.3","2600.0"
"7","2012","6","Madhya Pradesh","Jabalpur","0.23","0.68","2956.52"
"7","2013","6","Madhya Pradesh","Jabalpur","0.9","2.77","3077.78"
"7","2014","6","Madhya Pradesh","Jabalpur","1.0","3.0","3000.0"
"7","2015","6","Madhya Pradesh","Jabalpur","3.0","11.0","3666.67"
"7","2016","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2017","6","Madhya Pradesh","Jabalpur","3.37","1.79","529.97"
"8","2008","6","Madhya Pradesh","Balaghat","0.8","3.9","4875.0"
"8","2009","6","Madhya Pradesh","Balaghat","0.9","4.6","5111.11"
"8","2010","6","Madhya Pradesh","Balaghat","0.7","3.6","5142.86"
"8","2011","6","Madhya Pradesh","Balaghat","1.5","5.5","3666.67"
"8","2012","6","Madhya Pradesh","Balaghat","0.68","3.42","5029.41"
"8","2013","6","Madhya Pradesh","Balaghat","0.91","4.86","5340.66"
"8","2014","6","Madhya Pradesh","Balaghat","1.0","5.0","5000.0"
"8","2015","6","Madhya Pradesh","Balaghat","1.0","3.0","3000.0"
"8","2016","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2017","6","Madhya Pradesh","Balaghat","3.7","1.91","515.14"
"9","2008","6","Madhya Pradesh","Chhindwara","5.9","38.3","6491.53"
"9","2009","6","Madhya Pradesh","Chhindwara","4.7","30.9","6574.47"
"9","2010","6","Madhya Pradesh","Chhindwara","4.7","32.2","6851.06"
"9","2011","6","Madhya Pradesh","Chhindwara","6.1","41.3","6770.49"
"9","2012","6","Madhya Pradesh","Chhindwara","5.72","38.83","6788.46"
"9","2013","6","Madhya Pradesh","Chhindwara","4.53","31.38","6927.15"
"9","2014","6","Madhya Pradesh","Chhindwara","6.0","35.0","5833.33"
"9","2015","6","Madhya Pradesh","Chhindwara","4.0","19.0","4750.0"
"9","2016","6","Madhya Pradesh","Chhindwara","0.0","0.0","0.0"
"9","2017","6","Madhya Pradesh","Chhindwara","11.0","4.4","400.0"
"10","2008","6","Madhya Pradesh","Narsinghpur","18.7","93.4","4994.65"
"10","2009","6","Madhya Pradesh","Narsinghpur","16.0","70.2","4387.5"
"10","2010","6","Madhya Pradesh","Narsinghpur","15.2","66.9","4401.32"
"10","2011","6","Madhya Pradesh","Narsinghpur","25.6","104.0","4062.5"
"10","2012","6","Madhya Pradesh","Narsinghpur","19.08","116.34","6097.48"
"10","2013","6","Madhya Pradesh","Narsinghpur","24.26","120.56","4969.5"
"10","2014","6","Madhya Pradesh","Narsinghpur","40.0","221.0","5525.0"
"10","2015","6","Madhya Pradesh","Narsinghpur","51.0","280.0","5490.2"
"10","2016","6","Madhya Pradesh","Narsinghpur","55.0","401.8","7305.45"
"10","2017","6","Madhya Pradesh","Narsinghpur","51.1","30.07","588.49"
"11","2008","6","Madhya Pradesh","Seoni / Shivani","1.2","3.6","3000.0"
"11","2009","6","Madhya Pradesh","Seoni / Shivani","1.0","3.1","3100.0"
"11","2010","6","Madhya Pradesh","Seoni / Shivani","1.1","3.4","3090.91"
"11","2011","6","Madhya Pradesh","Seoni / Shivani","0.9","2.4","2666.67"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","0.77","2.36","3064.94"
"11","2013","6","Madhya Pradesh","Seoni / Shivani","0.63","3.15","5000.0"
"11","2014","6","Madhya Pradesh","Seoni / Shivani","1.0","5.0","5000.0"
"11","2015","6","Madhya Pradesh","Seoni / Shivani","0.0","0.0","0.0"
"11","2016","6","Madhya Pradesh","Seoni / Shivani","0.0","0.0","0.0"
"11","2017","6","Madhya Pradesh","Seoni / Shivani","0.0","0.0","0.0"
"12","2008","6","Madhya Pradesh","Mandla","1.4","3.3","2357.14"
"12","2009","6","Madhya Pradesh","Mandla","1.2","3.0","2500.0"
"12","2010","6","Madhya Pradesh","Mandla","1.3","3.2","2461.54"
"12","2011","6","Madhya Pradesh","Mandla","1.5","2.6","1733.33"
"12","2012","6","Madhya Pradesh","Mandla","2.88","6.94","2409.72"
"12","2013","6","Madhya Pradesh","Mandla","0.25","1.03","4120.0"
"12","2014","6","Madhya Pradesh","Mandla","1.0","5.0","5000.0"
"12","2015","6","Madhya Pradesh","Mandla","2.0","10.0","5000.0"
"12","2016","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2017","6","Madhya Pradesh","Mandla","2.81","1.01","358.01"
"13","2008","6","Madhya Pradesh","Sagar","0.3","0.7","2333.33"
"13","2009","6","Madhya Pradesh","Sagar","0.3","0.7","2333.33"
"13","2010","6","Madhya Pradesh","Sagar","0.3","0.9","3000.0"
"13","2011","6","Madhya Pradesh","Sagar","0.7","1.2","1714.29"
"13","2012","6","Madhya Pradesh","Sagar","0.5","1.56","3120.0"
"13","2013","6","Madhya Pradesh","Sagar","0.2","0.64","3200.0"
"13","2014","6","Madhya Pradesh","Sagar","1.0","4.0","4000.0"
"13","2015","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2016","6","Madhya Pradesh","Sagar","0.3","1.4","4666.67"
"13","2017","6","Madhya Pradesh","Sagar","0.49","0.23","479.59"
"14","2008","6","Madhya Pradesh","Damoh","0.0","0.1","0.0"
"14","2009","6","Madhya Pradesh","Damoh","0.1","0.2","2000.0"
"14","2010","6","Madhya Pradesh","Damoh","0.1","0.2","2000.0"
"14","2011","6","Madhya Pradesh","Damoh","0.1","0.2","2000.0"
"14","2012","6","Madhya Pradesh","Damoh","0.06","0.19","3166.67"
"14","2013","6","Madhya Pradesh","Damoh","0.04","0.16","4000.0"
"14","2014","6","Madhya Pradesh","Damoh","1.0","4.0","4000.0"
"14","2015","6","Madhya Pradesh","Damoh","1.0","3.0","3000.0"
"14","2016","6","Madhya Pradesh","Damoh","4.0","1.8","450.0"
"14","2017","6","Madhya Pradesh","Damoh","0.6","0.15","250.0"
"15","2008","6","Madhya Pradesh","Tikamgarh","0.1","0.6","6000.0"
"15","2009","6","Madhya Pradesh","Tikamgarh","0.1","0.7","7000.0"
"15","2010","6","Madhya Pradesh","Tikamgarh","0.2","0.7","3500.0"
"15","2011","6","Madhya Pradesh","Tikamgarh","0.3","1.0","3333.33"
"15","2012","6","Madhya Pradesh","Tikamgarh","0.17","0.64","3764.71"
"15","2013","6","Madhya Pradesh","Tikamgarh","0.19","0.7","3684.21"
"15","2014","6","Madhya Pradesh","Tikamgarh","1.0","3.0","3000.0"
"15","2015","6","Madhya Pradesh","Tikamgarh","1.0","4.0","4000.0"
"15","2016","6","Madhya Pradesh","Tikamgarh","5.0","3.4","680.0"
"15","2017","6","Madhya Pradesh","Tikamgarh","0.0","0.0","0.0"
"16","2008","6","Madhya Pradesh","Chhatarpur","0.2","0.4","2000.0"
"16","2009","6","Madhya Pradesh","Chhatarpur","0.1","0.2","2000.0"
"16","2010","6","Madhya Pradesh","Chhatarpur","0.1","0.2","2000.0"
"16","2011","6","Madhya Pradesh","Chhatarpur","0.1","0.2","2000.0"
"16","2012","6","Madhya Pradesh","Chhatarpur","0.07","0.15","2142.86"
"16","2013","6","Madhya Pradesh","Chhatarpur","0.27","0.97","3592.59"
"16","2014","6","Madhya Pradesh","Chhatarpur","1.0","2.0","2000.0"
"16","2015","6","Madhya Pradesh","Chhatarpur","0.0","0.0","0.0"
"16","2016","6","Madhya Pradesh","Chhatarpur","0.23","0.7","3043.48"
"16","2017","6","Madhya Pradesh","Chhatarpur","0.12","0.03","216.67"
"17","2008","6","Madhya Pradesh","Panna","0.1","0.2","2000.0"
"17","2009","6","Madhya Pradesh","Panna","0.1","0.3","3000.0"
"17","2010","6","Madhya Pradesh","Panna","0.2","0.4","2000.0"
"17","2011","6","Madhya Pradesh","Panna","0.1","0.2","2000.0"
"17","2012","6","Madhya Pradesh","Panna","0.15","0.38","2533.33"
"17","2013","6","Madhya Pradesh","Panna","0.2","0.63","3150.0"
"17","2014","6","Madhya Pradesh","Panna","2.0","4.0","2000.0"
"17","2015","6","Madhya Pradesh","Panna","0.0","0.0","0.0"
"17","2016","6","Madhya Pradesh","Panna","0.0","0.0","0.0"
"17","2017","6","Madhya Pradesh","Panna","0.0","0.0","0.0"
"18","2008","6","Madhya Pradesh","Rewa","0.0","0.1","0.0"
"18","2009","6","Madhya Pradesh","Rewa","0.0","0.1","0.0"
"18","2010","6","Madhya Pradesh","Rewa","0.0","0.1","0.0"
"18","2011","6","Madhya Pradesh","Rewa","0.0","0.0","0.0"
"18","2012","6","Madhya Pradesh","Rewa","0.03","0.07","2333.33"
"18","2013","6","Madhya Pradesh","Rewa","0.02","0.08","4000.0"
"18","2014","6","Madhya Pradesh","Rewa","0.0","0.0","0.0"
"18","2015","6","Madhya Pradesh","Rewa","0.0","0.0","0.0"
"18","2016","6","Madhya Pradesh","Rewa","0.0","0.0","0.0"
"18","2017","6","Madhya Pradesh","Rewa","0.0","0.0","0.0"
"19","2008","6","Madhya Pradesh","Sidhi","0.0","0.0","0.0"
"19","2009","6","Madhya Pradesh","Sidhi","0.0","0.0","0.0"
"19","2010","6","Madhya Pradesh","Sidhi","0.0","0.0","0.0"
"19","2011","6","Madhya Pradesh","Sidhi","0.0","0.0","0.0"
"19","2012","6","Madhya Pradesh","Sidhi","0.02","0.06","3000.0"
"19","2013","6","Madhya Pradesh","Sidhi","0.02","0.09","4500.0"
"19","2014","6","Madhya Pradesh","Sidhi","0.0","0.0","0.0"
"19","2015","6","Madhya Pradesh","Sidhi","0.0","0.0","0.0"
"19","2016","6","Madhya Pradesh","Sidhi","0.0","0.0","0.0"
"19","2017","6","Madhya Pradesh","Sidhi","0.0","0.0","0.0"
"20","2008","6","Madhya Pradesh","Satna","0.2","0.4","2000.0"
"20","2009","6","Madhya Pradesh","Satna","0.1","0.3","3000.0"
"20","2010","6","Madhya Pradesh","Satna","0.1","0.4","4000.0"
"20","2011","6","Madhya Pradesh","Satna","0.0","0.1","0.0"
"20","2012","6","Madhya Pradesh","Satna","0.12","0.43","3583.33"
"20","2013","6","Madhya Pradesh","Satna","0.1","0.26","2600.0"
"20","2014","6","Madhya Pradesh","Satna","5.0","7.0","1400.0"
"20","2015","6","Madhya Pradesh","Satna","0.0","0.0","0.0"
"20","2016","6","Madhya Pradesh","Satna","0.0","0.0","0.0"
"20","2017","6","Madhya Pradesh","Satna","0.0","0.0","0.0"
"21","2008","6","Madhya Pradesh","Shahdol","0.0","0.2","0.0"
"21","2009","6","Madhya Pradesh","Shahdol","0.0","0.0","0.0"
"21","2010","6","Madhya Pradesh","Shahdol","0.0","0.0","0.0"
"21","2011","6","Madhya Pradesh","Shahdol","0.0","0.1","0.0"
"21","2012","6","Madhya Pradesh","Shahdol","0.0","0.01","0.0"
"21","2013","6","Madhya Pradesh","Shahdol","0.02","0.14","7000.0"
"21","2014","6","Madhya Pradesh","Shahdol","0.0","0.0","0.0"
"21","2015","6","Madhya Pradesh","Shahdol","0.0","0.0","0.0"
"21","2016","6","Madhya Pradesh","Shahdol","0.0","0.0","0.0"
"21","2017","6","Madhya Pradesh","Shahdol","0.01","0.0","300.0"
"22","2008","6","Madhya Pradesh","Gwalior","2.2","8.4","3818.18"
"22","2009","6","Madhya Pradesh","Gwalior","1.8","6.5","3611.11"
"22","2010","6","Madhya Pradesh","Gwalior","2.0","7.5","3750.0"
"22","2011","6","Madhya Pradesh","Gwalior","4.0","12.5","3125.0"
"22","2012","6","Madhya Pradesh","Gwalior","1.79","5.73","3201.12"
"22","2013","6","Madhya Pradesh","Gwalior","0.77","2.4","3116.88"
"22","2014","6","Madhya Pradesh","Gwalior","0.0","0.0","0.0"
"22","2015","6","Madhya Pradesh","Gwalior","1.0","5.0","5000.0"
"22","2016","6","Madhya Pradesh","Gwalior","0.0","0.0","0.0"
"22","2017","6","Madhya Pradesh","Gwalior","0.0","0.0","0.0"
"23","2008","6","Madhya Pradesh","Shivpuri","1.3","2.9","2230.77"
"23","2009","6","Madhya Pradesh","Shivpuri","0.8","1.7","2125.0"
"23","2010","6","Madhya Pradesh","Shivpuri","1.1","2.7","2454.55"
"23","2011","6","Madhya Pradesh","Shivpuri","0.9","1.8","2000.0"
"23","2012","6","Madhya Pradesh","Shivpuri","0.94","1.89","2010.64"
"23","2013","6","Madhya Pradesh","Shivpuri","0.76","1.67","2197.37"
"23","2014","6","Madhya Pradesh","Shivpuri","1.0","2.0","2000.0"
"23","2015","6","Madhya Pradesh","Shivpuri","1.0","3.0","3000.0"
"23","2016","6","Madhya Pradesh","Shivpuri","0.0","0.0","0.0"
"23","2017","6","Madhya Pradesh","Shivpuri","0.0","0.0","0.0"
"24","2008","6","Madhya Pradesh","Guna","1.8","4.3","2388.89"
"24","2009","6","Madhya Pradesh","Guna","1.3","3.0","2307.69"
"24","2010","6","Madhya Pradesh","Guna","1.2","2.2","1833.33"
"24","2011","6","Madhya Pradesh","Guna","1.4","2.8","2000.0"
"24","2012","6","Madhya Pradesh","Guna","1.01","2.59","2564.36"
"24","2013","6","Madhya Pradesh","Guna","1.1","3.0","2727.27"
"24","2014","6","Madhya Pradesh","Guna","2.0","5.0","2500.0"
"24","2015","6","Madhya Pradesh","Guna","1.0","4.0","4000.0"
"24","2016","6","Madhya Pradesh","Guna","0.0","0.0","0.0"
"24","2017","6","Madhya Pradesh","Guna","0.0","0.0","0.0"
"25","2008","6","Madhya Pradesh","Datia","2.7","9.9","3666.67"
"25","2009","6","Madhya Pradesh","Datia","2.8","8.6","3071.43"
"25","2010","6","Madhya Pradesh","Datia","3.5","10.0","2857.14"
"25","2011","6","Madhya Pradesh","Datia","3.0","9.6","3200.0"
"25","2012","6","Madhya Pradesh","Datia","3.63","15.74","4336.09"
"25","2013","6","Madhya Pradesh","Datia","5.91","32.03","5419.63"
"25","2014","6","Madhya Pradesh","Datia","1.0","5.0","5000.0"
"25","2015","6","Madhya Pradesh","Datia","5.0","28.0","5600.0"
"25","2016","6","Madhya Pradesh","Datia","0.0","0.0","0.0"
"25","2017","6","Madhya Pradesh","Datia","0.0","0.0","0.0"
"26","2008","6","Madhya Pradesh","Morena","0.5","2.3","4600.0"
"26","2009","6","Madhya Pradesh","Morena","0.5","2.1","4200.0"
"26","2010","6","Madhya Pradesh","Morena","0.3","1.2","4000.0"
"26","2011","6","Madhya Pradesh","Morena","1.6","4.6","2875.0"
"26","2012","6","Madhya Pradesh","Morena","0.32","1.43","4468.75"
"26","2013","6","Madhya Pradesh","Morena","0.24","1.37","5708.33"
"26","2014","6","Madhya Pradesh","Morena","3.0","11.0","3666.67"
"26","2015","6","Madhya Pradesh","Morena","1.0","3.0","3000.0"
"26","2016","6","Madhya Pradesh","Morena","0.0","0.0","0.0"
"26","2017","6","Madhya Pradesh","Morena","0.07","0.01","114.29"
"27","2008","6","Madhya Pradesh","Bhind","0.0","0.1","0.0"
"27","2009","6","Madhya Pradesh","Bhind","0.0","0.0","0.0"
"27","2010","6","Madhya Pradesh","Bhind","0.0","0.1","0.0"
"27","2011","6","Madhya Pradesh","Bhind","0.0","0.0","0.0"
"27","2012","6","Madhya Pradesh","Bhind","0.02","0.03","1500.0"
"27","2013","6","Madhya Pradesh","Bhind","0.03","0.08","2666.67"
"27","2014","6","Madhya Pradesh","Bhind","0.0","0.0","0.0"
"27","2015","6","Madhya Pradesh","Bhind","0.0","0.0","0.0"
"27","2016","6","Madhya Pradesh","Bhind","0.0","0.0","0.0"
"27","2017","6","Madhya Pradesh","Bhind","0.0","0.0","0.0"
"28","2008","6","Madhya Pradesh","Indore","0.1","0.2","2000.0"
"28","2009","6","Madhya Pradesh","Indore","0.1","0.1","1000.0"
"28","2010","6","Madhya Pradesh","Indore","0.0","0.1","0.0"
"28","2011","6","Madhya Pradesh","Indore","0.0","0.1","0.0"
"28","2012","6","Madhya Pradesh","Indore","0.0","0.01","0.0"
"28","2013","6","Madhya Pradesh","Indore","0.03","0.09","3000.0"
"28","2014","6","Madhya Pradesh","Indore","0.0","0.0","0.0"
"28","2015","6","Madhya Pradesh","Indore","0.0","0.0","0.0"
"28","2016","6","Madhya Pradesh","Indore","0.1","0.4","4000.0"
"28","2017","6","Madhya Pradesh","Indore","0.0","0.0","0.0"
"29","2008","6","Madhya Pradesh","Ratlam","0.0","0.1","0.0"
"29","2009","6","Madhya Pradesh","Ratlam","0.0","0.1","0.0"
"29","2010","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0"
"29","2011","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0"
"29","2012","6","Madhya Pradesh","Ratlam","0.01","0.1","10000.0"
"29","2013","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0"
"29","2014","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0"
"29","2015","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0"
"29","2016","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0"
"29","2017","6","Madhya Pradesh","Ratlam","0.0","0.0","0.0"
"30","2008","6","Madhya Pradesh","Ujjain","0.1","0.2","2000.0"
"30","2009","6","Madhya Pradesh","Ujjain","0.1","0.2","2000.0"
"30","2010","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0"
"30","2011","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0"
"30","2012","6","Madhya Pradesh","Ujjain","0.01","0.02","2000.0"
"30","2013","6","Madhya Pradesh","Ujjain","0.03","0.1","3333.33"
"30","2014","6","Madhya Pradesh","Ujjain","2.0","4.0","2000.0"
"30","2015","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0"
"30","2016","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0"
"30","2017","6","Madhya Pradesh","Ujjain","0.02","0.01","300.0"
"31","2008","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2009","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2010","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2011","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2012","6","Madhya Pradesh","Mandsaur","0.0","0.03","0.0"
"31","2013","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2014","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2015","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2016","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2017","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"32","2008","6","Madhya Pradesh","Dewas","0.3","0.7","2333.33"
"32","2009","6","Madhya Pradesh","Dewas","0.3","0.7","2333.33"
"32","2010","6","Madhya Pradesh","Dewas","0.4","0.8","2000.0"
"32","2011","6","Madhya Pradesh","Dewas","0.3","0.7","2333.33"
"32","2012","6","Madhya Pradesh","Dewas","0.22","0.65","2954.55"
"32","2013","6","Madhya Pradesh","Dewas","0.1","0.29","2900.0"
"32","2014","6","Madhya Pradesh","Dewas","3.0","4.0","1333.33"
"32","2015","6","Madhya Pradesh","Dewas","0.0","0.0","0.0"
"32","2016","6","Madhya Pradesh","Dewas","0.0","0.0","0.0"
"32","2017","6","Madhya Pradesh","Dewas","0.1","0.03","310.0"
"33","2008","6","Madhya Pradesh","Dhar","0.8","1.6","2000.0"
"33","2009","6","Madhya Pradesh","Dhar","0.7","1.3","1857.14"
"33","2010","6","Madhya Pradesh","Dhar","0.7","1.5","2142.86"
"33","2011","6","Madhya Pradesh","Dhar","1.0","1.7","1700.0"
"33","2012","6","Madhya Pradesh","Dhar","0.78","1.54","1974.36"
"33","2013","6","Madhya Pradesh","Dhar","0.87","2.48","2850.57"
"33","2014","6","Madhya Pradesh","Dhar","1.0","3.0","3000.0"
"33","2015","6","Madhya Pradesh","Dhar","3.0","14.0","4666.67"
"33","2016","6","Madhya Pradesh","Dhar","0.0","0.0","0.0"
"33","2017","6","Madhya Pradesh","Dhar","0.21","0.13","614.29"
"34","2008","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2009","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2010","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2011","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2012","6","Madhya Pradesh","Jhabua","0.02","0.07","3500.0"
"34","2013","6","Madhya Pradesh","Jhabua","0.02","0.08","4000.0"
"34","2014","6","Madhya Pradesh","Jhabua","1.0","2.0","2000.0"
"34","2015","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2016","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2017","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"35","2008","6","Madhya Pradesh","Khargone / West Nimar","1.5","4.6","3066.67"
"35","2009","6","Madhya Pradesh","Khargone / West Nimar","2.3","6.4","2782.61"
"35","2010","6","Madhya Pradesh","Khargone / West Nimar","1.6","5.7","3562.5"
"35","2011","6","Madhya Pradesh","Khargone / West Nimar","1.9","5.3","2789.47"
"35","2012","6","Madhya Pradesh","Khargone / West Nimar","2.31","10.47","4532.47"
"35","2013","6","Madhya Pradesh","Khargone / West Nimar","2.38","10.69","4491.6"
"35","2014","6","Madhya Pradesh","Khargone / West Nimar","6.0","11.0","1833.33"
"35","2015","6","Madhya Pradesh","Khargone / West Nimar","10.0","47.0","4700.0"
"35","2016","6","Madhya Pradesh","Khargone / West Nimar","6.0","10.8","1800.0"
"35","2017","6","Madhya Pradesh","Khargone / West Nimar","2.62","1.53","585.5"
"36","2008","6","Madhya Pradesh","Khandwa / East Nimar","3.4","17.8","5235.29"
"36","2009","6","Madhya Pradesh","Khandwa / East Nimar","2.3","11.0","4782.61"
"36","2010","6","Madhya Pradesh","Khandwa / East Nimar","3.4","17.6","5176.47"
"36","2011","6","Madhya Pradesh","Khandwa / East Nimar","5.3","27.1","5113.21"
"36","2012","6","Madhya Pradesh","Khandwa / East Nimar","3.26","21.76","6674.85"
"36","2013","6","Madhya Pradesh","Khandwa / East Nimar","3.03","18.28","6033.0"
"36","2014","6","Madhya Pradesh","Khandwa / East Nimar","3.0","9.0","3000.0"
"36","2015","6","Madhya Pradesh","Khandwa / East Nimar","4.0","26.0","6500.0"
"36","2016","6","Madhya Pradesh","Khandwa / East Nimar","0.0","0.0","0.0"
"36","2017","6","Madhya Pradesh","Khandwa / East Nimar","5.91","3.76","636.04"
"37","2008","6","Madhya Pradesh","Sehore","2.0","8.2","4100.0"
"37","2009","6","Madhya Pradesh","Sehore","0.7","3.3","4714.29"
"37","2010","6","Madhya Pradesh","Sehore","1.7","9.1","5352.94"
"37","2011","6","Madhya Pradesh","Sehore","2.9","13.5","4655.17"
"37","2012","6","Madhya Pradesh","Sehore","1.86","9.9","5322.58"
"37","2013","6","Madhya Pradesh","Sehore","0.95","4.31","4536.84"
"37","2014","6","Madhya Pradesh","Sehore","4.0","6.0","1500.0"
"37","2015","6","Madhya Pradesh","Sehore","0.0","0.0","0.0"
"37","2016","6","Madhya Pradesh","Sehore","0.3","1.1","3666.67"
"37","2017","6","Madhya Pradesh","Sehore","0.56","0.29","523.21"
"38","2008","6","Madhya Pradesh","Raisen","0.4","0.7","1750.0"
"38","2009","6","Madhya Pradesh","Raisen","1.2","1.9","1583.33"
