"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"112","2008","7","Maharashtra","Osmanabad","8.9","3.2","359.55","68.4","76.0","1111.11","177.8","157.2","884.14","313.9","256.8","818.09","491.7","414.0","841.98","22.1","10.0","452.49","20.5","19.51","951.71","0.0","0.0","0.0","0.0","0.0","0.0","158.6","111.3","701.77","154.3","107.2","694.75","63.4","9.62","151.74","15.3","9.3","607.84","10.0","1.7","170.0","1.0","0.27","270.0","50.9","25.8","506.88","0.0","0.0","0.0","7.3","1.4","191.78","106.4","63.9","600.56","237.3","98.0","412.98","436.2","201.91","462.88","74.1","442.91","5977.19","5.1","1.26","247.06","0.0","0.0","0.0","0.0","0.0","0.0"
"112","2009","7","Maharashtra","Osmanabad","9.3","4.97","534.41","64.4","67.13","1042.39","200.2","134.27","670.68","294.0","240.16","816.87","494.2","374.43","757.65","21.6","9.5","439.81","24.0","25.78","1074.17","0.0","0.0","0.0","0.0","0.0","0.0","132.9","93.78","705.64","154.3","169.72","1099.94","77.4","13.1","169.25","14.4","7.43","515.97","7.9","1.45","183.54","0.2","0.07","350.0","52.9","25.3","478.26","0.8","0.12","150.0","6.5","1.45","223.08","90.7","48.31","532.64","263.8","165.01","625.51","439.6","249.61","567.81","78.1","622.36","7968.76","7.4","2.0","270.27","0.0","0.0","0.0","0.0","0.0","0.0"
"112","2010","7","Maharashtra","Osmanabad","17.5","6.19","353.71","75.3","89.27","1185.52","175.0","217.93","1245.31","300.5","224.53","747.19","475.5","442.46","930.52","20.9","8.9","425.84","26.87","28.38","1056.2","0.0","0.0","0.0","0.0","0.0","0.0","153.5","128.25","835.5","182.88","176.06","962.71","167.01","98.65","590.68","16.3","12.31","755.21","7.9","1.64","207.59","0.0","0.0","0.0","47.1","29.34","622.93","0.5","0.14","280.0","7.4","1.46","197.3","93.1","60.13","645.86","259.7","543.22","2091.72","439.7","650.21","1478.76","76.2","543.9","7137.8","21.6","7.94","367.59","0.0","0.0","0.0","0.0","0.0","0.0"
"112","2011","7","Maharashtra","Osmanabad","17.4","7.3","419.54","59.4","80.85","1361.11","161.3","197.65","1225.36","275.6","206.81","750.4","436.9","404.46","925.75","20.6","11.5","558.25","28.4","39.5","1390.85","0.0","0.0","0.0","0.0","0.0","0.0","119.6","95.35","797.24","204.1","160.01","783.98","82.8","49.32","595.65","15.6","11.05","708.33","8.2","2.13","259.76","0.0","0.0","0.0","44.1","24.36","552.38","0.3","0.06","200.0","5.5","1.34","243.64","45.5","28.76","632.09","356.2","574.62","1613.19","482.6","644.37","1335.21","97.4","677.63","6957.19","25.4","8.71","342.91","21.38","14.79","36.17","0.76","10.19","0.0"
"112","2012","7","Maharashtra","Osmanabad","19.8","7.77","392.42","55.2","58.63","1062.14","150.9","189.13","1253.35","275.4","123.51","448.47","426.3","312.64","733.38","21.0","7.87","374.76","30.43","31.16","1023.99","0.0","0.0","0.0","0.0","0.0","0.0","127.2","85.21","669.89","199.5","177.94","891.93","87.25","37.6","430.95","13.9","8.3","597.12","8.6","1.93","224.42","0.0","0.0","0.0","44.2","21.46","485.52","3.56","0.77","216.29","5.0","1.03","206.0","44.4","19.65","442.57","377.1","726.62","1926.86","504.48","781.45","1549.02","98.6","528.46","5359.63","31.5","8.19","260.0","8.83","7.79","16.62","0.55","3.44","0.0"
"112","2013","7","Maharashtra","Osmanabad","20.7","11.5","555.56","61.9","86.1","1390.95","141.3","192.8","1364.47","229.2","197.3","860.82","370.5","390.1","1052.9","20.4","13.3","651.96","35.8","57.2","1597.77","0.0","0.0","0.0","0.0","0.0","0.0","174.1","206.2","1184.38","213.4","271.9","1274.13","160.6","172.7","1075.34","15.3","15.9","1039.22","8.4","2.2","261.9","0.0","0.0","0.0","48.0","30.7","639.58","1.6","0.3","187.5","5.2","1.3","250.0","42.8","27.1","633.18","441.9","940.8","2128.99","571.8","1045.7","1828.79","110.4","607.8","5505.43","33.7","12.87","381.9","0.0","0.0","0.0","0.0","0.0","0.0"
"112","2014","7","Maharashtra","Osmanabad","18.9","3.6","190.48","71.3","17.9","251.05","133.6","106.6","797.9","238.1","82.6","346.91","371.7","189.2","509.01","20.2","4.8","237.62","33.9","15.6","460.18","0.0","0.0","0.0","0.0","0.0","0.0","179.9","68.7","381.88","214.2","56.9","265.64","81.7","23.2","283.97","12.2","4.2","344.26","7.5","0.9","120.0","0.0","0.0","0.0","41.2","11.8","286.41","2.0","0.4","200.0","5.4","1.1","203.7","38.0","10.6","278.95","470.3","275.6","586.01","582.7","305.6","524.46","86.2","394.68","4578.65","33.1","4.63","139.88","0.0","0.0","0.0","0.0","0.0","0.0"
"112","2015","7","Maharashtra","Osmanabad","10.0","0.9","90.0","44.1","13.3","301.59","97.5","42.4","434.87","153.7","47.8","311.0","251.2","90.2","359.08","12.5","2.0","160.0","26.0","6.95","267.31","0.0","0.0","0.0","0.0","0.0","0.0","146.1","34.4","235.46","176.7","39.6","224.11","55.4","6.7","120.94","7.01","1.4","199.71","5.4","0.5","92.59","0.0","0.0","0.0","29.2","6.3","215.75","1.3","0.2","153.85","2.4","0.4","166.67","22.1","4.43","200.45","431.7","123.9","287.0","503.8","137.3","272.53","64.2","186.16","2899.69","18.7","1.51","80.75","0.0","0.0","0.0","0.0","0.0","0.0"
"112","2016","7","Maharashtra","Osmanabad","9.6","2.1","218.75","83.2","108.5","1304.09","101.9","83.9","823.36","186.7","165.6","886.98","288.6","249.5","864.52","12.6","3.6","285.71","30.6","20.1","656.86","0.0","0.0","0.0","0.0","0.0","0.0","238.8","219.8","920.44","192.9","491.08","2545.78","61.89","28.87","466.42","9.7","6.8","701.03","6.56","1.24","188.45","1.7","0.6","352.94","42.1","29.1","691.21","2.3","0.6","260.87","4.0","1.2","300.0","19.5","12.59","645.86","472.3","326.1","690.45","0.0","0.0","0.0","21.0","93.72","4462.86","16.0","5.92","370.13","0.0","0.0","0.0","0.0","0.0","0.0"
"112","2017","7","Maharashtra","Osmanabad","10.3","3.0","291.26","47.1","31.0","658.17","91.34","76.2","834.21","195.07","142.1","728.47","286.41","218.3","762.19","11.4","4.9","429.82","40.34","31.3","775.89","0.0","0.0","0.0","0.0","0.0","0.0","362.83","265.4","731.47","181.6","189.5","1043.5","61.7","16.97","275.05","8.84","6.2","701.12","6.5","0.83","127.15","1.4","0.3","214.29","19.5","10.8","553.85","1.0","0.2","200.0","2.02","0.7","346.71","14.15","6.14","433.6","508.2","544.4","1071.23","0.0","0.0","0.0","75.0","401.5","5353.33","16.56","3.55","214.14","0.0","0.0","0.0","0.0","0.0","0.0"
"113","2008","7","Maharashtra","Buldhana","0.0","0.0","0.0","47.4","70.0","1476.79","49.7","88.9","1788.73","13.7","14.6","1065.69","63.4","103.5","1632.49","3.7","2.0","540.54","56.4","168.84","2993.62","0.0","0.0","0.0","0.0","0.0","0.0","63.5","47.9","754.33","59.6","30.3","508.39","80.1","10.27","128.21","2.0","1.5","750.0","3.0","0.7","233.33","0.0","0.0","0.0","1.7","0.8","470.59","0.0","0.0","0.0","0.0","0.0","0.0","8.2","4.5","548.78","240.0","68.7","286.25","255.0","76.24","298.98","2.2","12.29","5586.36","247.6","71.81","290.02","0.0","0.0","0.0","0.0","0.0","0.0"
"113","2009","7","Maharashtra","Buldhana","0.0","0.0","0.0","46.0","93.87","2040.65","50.0","87.59","1751.8","14.3","17.62","1232.17","64.3","105.2","1636.08","3.5","2.56","731.43","84.94","185.53","2184.25","0.0","0.0","0.0","0.0","0.0","0.0","75.3","93.52","1241.97","62.1","71.74","1155.23","82.02","33.81","412.22","0.5","0.6","1200.0","2.1","0.67","319.05","0.0","0.0","0.0","2.5","2.38","952.0","0.1","0.04","400.0","0.0","0.0","0.0","1.8","1.09","605.56","212.8","156.49","735.39","220.5","161.35","731.75","1.4","9.74","6957.14","239.4","63.68","266.0","0.0","0.0","0.0","0.0","0.0","0.0"
"113","2010","7","Maharashtra","Buldhana","0.0","0.0","0.0","53.8","92.74","1723.79","49.4","61.36","1242.11","20.4","20.35","997.55","69.8","81.71","1170.63","3.6","1.9","527.78","75.1","182.47","2429.69","0.0","0.0","0.0","0.0","0.0","0.0","74.2","78.68","1060.38","76.8","42.46","552.86","103.12","68.94","668.54","0.8","0.83","1037.5","3.0","1.06","353.33","0.0","0.0","0.0","2.2","1.35","613.64","0.4","0.22","550.0","0.0","0.0","0.0","3.3","2.22","672.73","225.5","416.07","1845.1","235.2","421.74","1793.11","1.0","6.1","6100.0","251.5","74.14","294.79","0.0","0.0","0.0","0.0","0.0","0.0"
"113","2011","7","Maharashtra","Buldhana","0.0","0.0","0.0","41.1","67.85","1650.85","48.2","85.49","1773.65","10.7","8.94","835.51","58.9","94.43","1603.23","3.3","2.1","636.36","65.0","179.15","2756.15","0.0","0.0","0.0","0.0","0.0","0.0","48.1","40.28","837.42","79.5","44.06","554.21","89.9","66.66","741.49","1.5","2.31","1540.0","3.1","0.76","245.16","0.0","0.0","0.0","0.7","0.49","700.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.82","630.77","258.8","374.17","1445.79","268.2","379.39","1414.58","0.3","1.75","5833.33","256.9","54.69","212.88","7.66","8.2","15.86","0.15","5.7","0.0"
"113","2012","7","Maharashtra","Buldhana","0.0","0.0","0.0","36.1","53.62","1485.32","41.6","70.74","1700.48","9.5","7.7","810.53","51.1","78.44","1535.03","1.9","2.1","1105.26","22.5","40.12","1783.11","0.0","0.0","0.0","0.0","0.0","0.0","44.3","33.02","745.37","84.1","43.89","521.88","84.2","54.05","641.92","1.2","1.64","1366.67","0.9","0.15","166.67","0.0","0.0","0.0","0.8","1.28","1600.0","0.5","0.25","500.0","0.0","0.0","0.0","1.4","0.61","435.71","279.5","430.32","1539.61","284.3","434.25","1527.44","0.1","0.44","4400.0","253.9","58.83","231.71","1.02","3.29","4.32","0.13","0.51","0.0"
"113","2013","7","Maharashtra","Buldhana","0.0","0.0","0.0","59.0","73.9","1252.54","44.6","38.2","856.5","13.3","10.7","804.51","57.9","48.9","844.56","3.5","2.3","657.14","33.4","87.4","2616.77","0.0","0.0","0.0","0.0","0.0","0.0","79.0","63.1","798.73","21.1","14.8","701.42","168.0","114.0","678.57","2.6","4.1","1576.92","0.8","0.2","250.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.5","500.0","0.0","0.0","0.0","0.7","0.4","571.43","323.2","479.0","1482.05","364.3","548.4","1505.35","0.1","0.81","8100.0","227.9","115.13","505.18","0.0","0.0","0.0","0.0","0.0","0.0"
"113","2014","7","Maharashtra","Buldhana","0.0","0.0","0.0","73.5","95.5","1299.32","20.6","22.1","1072.82","10.8","8.9","824.07","31.4","31.0","987.26","1.7","0.3","176.47","48.9","60.1","1229.04","0.0","0.0","0.0","0.0","0.0","0.0","57.2","36.6","639.86","69.6","18.5","265.8","26.3","8.5","323.19","3.8","4.1","1078.95","0.8","0.2","250.0","0.0","0.0","0.0","0.4","0.2","500.0","0.6","0.2","333.33","0.0","0.0","0.0","0.1","0.0","0.0","352.5","189.1","536.45","358.5","193.9","540.86","0.3","1.87","6233.33","174.3","23.85","136.83","0.0","0.0","0.0","0.0","0.0","0.0"
"113","2015","7","Maharashtra","Buldhana","0.0","0.0","0.0","60.1","48.8","811.98","20.4","12.7","622.55","10.3","5.8","563.11","30.7","18.5","602.61","1.9","0.2","105.26","42.7","49.1","1149.88","0.0","0.0","0.0","0.0","0.0","0.0","55.7","31.0","556.55","72.6","24.2","333.33","25.43","6.84","269.18","3.8","3.1","815.79","2.1","0.43","204.76","0.0","0.0","0.0","0.2","0.08","400.0","0.7","0.4","571.43","0.02","0.0","0.0","0.15","0.03","200.0","352.4","160.4","455.16","359.4","164.5","457.71","0.3","1.5","5000.0","170.7","29.84","174.81","0.0","0.0","0.0","0.0","0.0","0.0"
"113","2016","7","Maharashtra","Buldhana","0.01","0.0","400.0","103.88","162.4","1563.34","22.46","32.1","1429.21","13.35","15.5","1161.05","35.81","47.6","1329.24","2.09","0.7","334.93","60.36","133.3","2208.42","0.0","0.0","600.0","0.0","0.0","0.0","70.1","78.4","1118.4","77.86","64.48","828.16","28.96","22.99","794.0","5.07","5.7","1124.26","1.94","0.58","297.01","0.1","0.04","400.0","0.2","0.1","500.0","0.1","0.1","1000.0","0.0","0.0","0.0","0.05","0.02","420.0","365.01","703.6","1927.62","0.0","0.0","0.0","0.54","3.57","6672.9","169.55","92.99","548.44","0.0","0.0","0.0","0.0","0.0","0.0"
"113","2017","7","Maharashtra","Buldhana","0.0","0.0","0.0","35.92","56.3","1567.37","20.2","18.6","920.7","13.23","9.1","687.78","33.43","27.7","828.52","2.18","1.0","458.72","39.6","88.8","2242.37","0.0","0.0","0.0","0.0","0.0","0.0","132.2","107.7","814.67","76.19","47.79","627.18","30.64","17.44","569.25","2.22","3.0","1348.92","1.82","0.39","213.11","0.7","0.3","428.57","0.1","0.1","1000.0","0.12","0.06","500.0","0.0","0.0","0.0","0.04","0.02","538.46","370.29","439.6","1187.18","0.0","0.0","0.0","0.26","1.29","5019.46","174.54","32.56","186.56","0.0","0.0","0.0","0.0","0.0","0.0"
"114","2008","7","Maharashtra","Akola","0.1","0.1","1000.0","50.4","71.2","1412.7","76.4","147.8","1934.56","0.5","0.5","1000.0","76.9","148.3","1928.48","1.3","0.7","538.46","2.5","7.2","2880.0","0.0","0.0","0.0","0.0","0.0","0.0","115.5","56.1","485.71","99.1","42.2","425.83","119.8","13.24","110.52","2.4","2.7","1125.0","2.5","1.1","440.0","0.1","0.1","1000.0","3.4","1.3","382.35","0.0","0.0","0.0","0.0","0.0","0.0","18.8","10.4","553.19","363.9","105.6","290.19","392.0","121.47","309.87","0.3","1.55","5166.67","220.7","56.81","257.41","0.0","0.0","0.0","0.0","0.0","0.0"
"114","2009","7","Maharashtra","Akola","0.1","0.16","1600.0","50.7","120.13","2369.43","78.0","124.05","1590.38","0.3","0.37","1233.33","78.3","124.42","1589.02","1.0","0.71","710.0","2.1","3.96","1885.71","0.0","0.0","0.0","0.0","0.0","0.0","122.9","159.3","1296.18","100.9","115.33","1143.01","102.17","25.51","249.68","2.0","3.3","1650.0","1.9","0.74","389.47","0.1","0.0","0.0","2.9","2.32","800.0","0.2","0.08","400.0","0.0","0.0","0.0","8.1","4.01","495.06","374.1","227.28","607.54","389.4","237.84","610.79","0.4","2.99","7475.0","208.3","57.46","275.85","0.0","0.0","0.0","0.0","0.0","0.0"
"114","2010","7","Maharashtra","Akola","0.0","0.0","0.0","59.7","125.06","2094.81","77.7","69.4","893.18","0.4","0.4","1000.0","78.1","69.8","893.73","1.1","0.5","454.55","2.1","4.66","2219.05","0.0","0.0","0.0","0.0","0.0","0.0","134.7","163.64","1214.85","124.06","97.08","782.52","136.93","93.32","681.52","1.75","2.77","1582.86","2.2","0.91","413.64","0.0","0.0","0.0","2.9","1.14","393.1","0.1","0.06","600.0","0.0","0.0","0.0","7.9","4.88","617.72","335.8","537.06","1599.34","350.65","546.8","1559.39","0.3","2.0","6666.67","229.82","67.6","294.14","0.0","0.0","0.0","0.0","0.0","0.0"
"114","2011","7","Maharashtra","Akola","0.2","0.2","1000.0","36.8","61.19","1662.77","58.3","144.66","2481.3","0.4","0.33","825.0","58.7","144.99","2470.02","0.8","0.5","625.0","1.6","4.2","2625.0","0.0","0.0","0.0","0.0","0.0","0.0","127.8","71.74","561.35","116.2","51.57","443.8","121.0","84.05","694.63","2.8","5.38","1921.43","1.6","0.57","356.25","0.0","0.0","0.0","1.2","0.73","608.33","0.0","0.0","0.0","0.0","0.0","0.0","2.8","1.71","610.71","359.7","458.26","1274.01","368.1","466.66","1267.75","0.2","1.39","6950.0","233.4","61.74","264.52","35.47","3.96","39.43","0.06","1.75","0.0"
"114","2012","7","Maharashtra","Akola","0.0","0.0","0.0","36.8","61.01","1657.88","57.5","91.25","1586.96","0.3","0.24","800.0","57.8","91.49","1582.87","0.8","0.51","637.5","1.03","1.77","1718.45","0.0","0.0","0.0","0.0","0.0","0.0","138.2","116.54","843.27","116.3","128.91","1108.43","132.8","77.21","581.4","3.9","8.16","2092.31","1.8","0.43","238.89","0.0","0.0","0.0","1.0","0.68","680.0","0.1","0.03","300.0","0.0","0.0","0.0","0.62","0.26","419.35","351.3","628.61","1789.38","358.72","638.16","1778.99","0.0","0.0","0.0","226.1","70.02","309.69","30.39","6.06","36.45","0.02","1.81","0.0"
"114","2013","7","Maharashtra","Akola","0.0","0.0","0.0","50.8","75.4","1484.25","51.8","29.9","577.22","0.4","0.3","750.0","52.2","30.2","578.54","0.6","0.4","666.67","0.5","1.3","2600.0","0.0","0.0","0.0","0.0","0.0","0.0","189.1","221.9","1173.45","112.7","106.1","941.44","110.5","28.5","257.92","4.5","7.2","1600.0","1.4","0.2","142.86","0.0","0.0","0.0","1.0","0.6","600.0","1.7","1.0","588.24","0.0","0.0","0.0","0.1","0.0","0.0","463.4","424.2","915.41","514.8","477.5","927.54","0.0","0.0","0.0","181.8","68.56","377.12","0.0","0.0","0.0","0.0","0.0","0.0"
"114","2014","7","Maharashtra","Akola","0.0","0.0","0.0","49.2","66.6","1353.66","22.5","22.6","1004.44","1.6","1.3","812.5","24.1","23.9","991.7","0.5","0.1","200.0","0.9","1.1","1222.22","0.0","0.0","0.0","0.0","0.0","0.0","145.0","88.3","608.97","102.4","35.8","349.61","49.7","10.9","219.32","3.9","5.3","1358.97","1.0","0.1","100.0","0.0","0.0","0.0","1.0","0.4","400.0","0.1","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","529.6","190.9","360.46","535.8","196.8","367.3","0.2","0.58","2900.0","167.2","25.09","150.06","0.0","0.0","0.0","0.0","0.0","0.0"
"114","2015","7","Maharashtra","Akola","0.0","0.0","0.0","44.5","38.7","869.66","21.0","14.6","695.24","2.2","1.3","590.91","23.2","15.9","685.34","0.3","0.0","0.0","1.3","2.0","1538.46","0.0","0.0","0.0","0.0","0.0","0.0","144.9","79.8","550.72","106.8","68.1","637.64","47.6","12.7","266.81","4.9","4.5","918.37","1.22","0.14","114.75","0.0","0.0","0.0","0.5","0.25","500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07","0.02","285.71","529.5","270.3","510.48","536.5","275.2","512.95","0.3","1.41","4700.0","161.6","38.61","238.92","0.0","0.0","0.0","0.0","0.0","0.0"
"114","2016","7","Maharashtra","Akola","0.0","0.0","0.0","50.4","81.7","1621.03","18.9","22.4","1185.19","2.3","2.6","1130.43","21.2","25.0","1179.25","0.4","0.14","340.0","0.7","1.4","2000.0","0.0","0.0","0.0","0.0","0.0","0.0","160.7","158.9","988.8","115.51","177.61","1537.65","54.94","45.01","819.27","13.0","13.3","1023.08","1.5","0.36","239.3","0.2","0.08","400.0","0.5","0.3","600.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09","0.08","855.56","517.4","751.8","1453.03","0.0","0.0","0.0","0.32","1.72","5358.26","173.5","86.44","498.19","0.0","0.0","0.0","0.0","0.0","0.0"
"114","2017","7","Maharashtra","Akola","0.0","0.0","0.0","25.5","37.0","1450.98","19.17","13.9","724.98","0.39","0.3","764.56","19.57","14.2","725.78","0.3","0.15","483.33","1.15","2.5","2168.26","0.0","0.0","0.0","0.0","0.0","0.0","124.9","115.8","927.14","113.71","78.78","692.83","59.3","22.1","372.63","2.1","3.2","1520.19","1.33","0.22","169.43","0.0","0.0","0.0","0.8","0.34","418.75","0.1","0.01","150.0","0.0","0.0","0.0","0.17","0.07","413.79","504.5","371.1","735.58","0.0","0.0","0.0","0.2","0.92","4623.12","183.8","46.46","252.76","0.0","0.0","0.0","0.0","0.0","0.0"
"115","2008","7","Maharashtra","Amarawati","4.5","1.8","400.0","45.4","63.0","1387.67","40.3","36.7","910.67","0.0","0.0","0.0","40.3","36.7","910.67","0.3","0.2","666.67","1.6","4.64","2900.0","0.0","0.0","0.0","0.0","0.0","0.0","79.0","57.5","727.85","94.4","79.3","840.04","51.8","7.1","137.07","1.8","1.0","555.56","0.1","0.1","1000.0","0.0","0.0","0.0","2.2","0.9","409.09","0.0","0.0","0.0","0.0","0.0","0.0","17.4","10.1","580.46","373.0","124.2","332.98","395.3","136.6","345.56","0.8","4.39","5487.5","116.1","31.45","270.89","0.0","0.0","0.0","0.0","0.0","0.0"
"115","2009","7","Maharashtra","Amarawati","4.3","6.23","1448.84","49.3","97.27","1973.02","49.1","52.67","1072.71","0.0","0.0","0.0","49.1","52.67","1072.71","0.2","0.16","800.0","1.4","3.11","2221.43","0.0","0.0","0.0","0.0","0.0","0.0","90.4","107.23","1186.17","102.1","100.49","984.23","41.27","14.8","358.61","1.7","1.93","1135.29","0.2","0.04","200.0","0.0","0.0","0.0","2.3","2.0","869.57","0.3","0.12","400.0","0.0","0.0","0.0","12.6","7.6","603.17","317.6","256.87","808.78","334.7","268.59","802.48","0.2","1.4","7000.0","179.4","52.57","293.03","0.0","0.0","0.0","0.0","0.0","0.0"
"115","2010","7","Maharashtra","Amarawati","3.8","2.76","726.32","54.7","105.37","1926.33","48.4","51.67","1067.56","1.1","1.1","1000.0","49.5","52.77","1066.06","0.3","0.2","666.67","1.6","3.97","2481.25","0.0","0.0","0.0","0.0","0.0","0.0","99.3","99.78","1004.83","119.6","62.92","526.09","63.76","35.3","553.64","1.5","1.69","1126.67","0.6","0.23","383.33","0.0","0.0","0.0","0.7","0.34","485.71","0.5","0.28","560.0","0.0","0.0","0.0","16.5","11.23","680.61","273.3","444.47","1626.31","293.4","458.31","1562.07","0.3","2.07","6900.0","204.28","57.16","279.81","0.0","0.0","0.0","0.0","0.0","0.0"
"115","2011","7","Maharashtra","Amarawati","4.1","3.1","756.1","32.5","58.87","1811.38","39.7","58.26","1467.51","0.6","0.5","833.33","40.3","58.76","1458.06","0.3","0.2","666.67","1.2","3.34","2783.33","0.0","0.0","0.0","0.0","0.0","0.0","68.9","67.16","974.75","127.5","108.94","854.43","56.6","31.96","564.66","1.9","2.31","1215.79","0.9","0.26","288.89","0.0","0.0","0.0","0.1","0.06","600.0","0.2","0.1","500.0","0.0","0.0","0.0","1.6","1.05","656.25","296.7","373.07","1257.4","303.6","377.4","1243.08","0.4","2.87","7175.0","187.4","45.94","245.14","65.56","2.39","67.95","0.03","0.0","0.0"
"115","2012","7","Maharashtra","Amarawati","3.8","1.55","407.89","36.1","71.51","1980.89","37.7","48.97","1298.94","0.0","0.0","0.0","37.7","48.97","1298.94","0.3","0.19","633.33","2.64","4.51","1708.33","0.0","0.0","0.0","0.0","0.0","0.0","80.3","100.26","1248.57","123.8","133.13","1075.36","57.9","14.45","249.57","2.6","4.03","1550.0","0.8","0.17","212.5","0.0","0.0","0.0","0.1","0.1","1000.0","1.1","0.55","500.0","0.0","0.0","0.0","0.22","0.09","409.09","309.5","471.83","1524.49","314.32","476.78","1516.86","0.3","1.67","5566.67","191.3","103.95","543.39","72.79","0.0","72.79","0.07","1.99","0.0"
"115","2013","7","Maharashtra","Amarawati","4.7","0.8","170.21","42.0","65.0","1547.62","35.2","22.7","644.89","0.0","0.0","0.0","35.2","22.7","644.89","0.0","0.0","0.0","1.3","3.3","2538.46","0.0","0.0","0.0","0.0","0.0","0.0","89.9","103.3","1149.05","96.2","133.9","1391.89","67.1","14.5","216.1","3.8","6.0","1578.95","0.2","0.0","0.0","0.0","0.0","0.0","0.1","0.1","1000.0","0.8","0.4","500.0","0.0","0.0","0.0","0.2","0.1","500.0","366.4","352.7","962.61","369.9","359.0","970.53","0.3","2.17","7233.33","186.7","113.98","610.5","0.0","0.0","0.0","0.0","0.0","0.0"
"115","2014","7","Maharashtra","Amarawati","5.3","1.6","301.89","66.4","87.2","1313.25","26.8","27.4","1022.39","0.2","0.2","1000.0","27.0","27.6","1022.22","0.0","0.0","0.0","2.6","1.8","692.31","0.0","0.0","0.0","0.0","0.0","0.0","126.5","100.4","793.68","103.8","36.8","354.53","30.1","4.6","152.82","5.8","7.7","1327.59","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","1000.0","0.9","0.4","444.44","0.0","0.0","0.0","0.2","0.0","0.0","370.6","128.3","346.2","377.6","136.5","361.49","0.4","1.61","4025.0","196.5","35.32","179.75","0.0","0.0","0.0","0.0","0.0","0.0"
"115","2015","7","Maharashtra","Amarawati","5.6","1.2","214.29","68.0","69.3","1019.12","25.4","18.5","728.35","0.0","0.0","0.0","25.4","18.5","728.35","0.1","0.0","0.0","1.0","1.4","1400.0","0.0","0.0","0.0","0.0","0.0","0.0","125.7","99.6","792.36","108.2","57.6","532.35","32.0","11.3","353.13","7.9","11.0","1392.41","0.04","0.01","250.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","365.9","126.7","346.27","373.9","137.7","368.28","0.3","1.59","5300.0","200.0","75.06","375.3","0.0","0.0","0.0","0.0","0.0","0.0"
